phylum,class,order,family,genus
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,
 Proteobacteria,Gammaproteobacteria,PYR10d3,,
 Proteobacteria,Gammaproteobacteria,RCP1-48,,
 Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
 Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,
 Proteobacteria,Gammaproteobacteria,Salinisphaerales,,
 Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Thiohalorhabdus
 Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,
 Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,,
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thioalkalimicrobium
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,B46
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,CF-26
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,E8
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
 Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
 Proteobacteria,Gammaproteobacteria,Thiotrichales,,
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas
 Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
 Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
 Proteobacteria,Gammaproteobacteria,Vibrionales,,
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Hydrocarboniphaga
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Hydrocarboniphaga
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Aquimonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,
 Proteobacteria,Gammaproteobacteria,Xanthomonadales,,
 Proteobacteria,Gammaproteobacteria,,,
 Proteobacteria,TA18,CV90,,
 Proteobacteria,TA18,PHOS-HD29,,
 Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
 Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,
 Proteobacteria,,,,
 SAR406,AB16,Arctic96B-7,A714017,Arctic95A-2
 SAR406,AB16,Arctic96B-7,A714017,SargSea-WGS
 SAR406,AB16,Arctic96B-7,A714017,SGSH944
 SAR406,AB16,Arctic96B-7,A714017,SHAG537
 SAR406,AB16,Arctic96B-7,A714017,so4B24
 SAR406,AB16,Arctic96B-7,A714017,ZA3312c
 SAR406,AB16,Arctic96B-7,A714017,
 SAR406,AB16,Arctic96B-7,Sc-NB04,
 SAR406,AB16,noFP_H7,,
 SAR406,AB16,SSW63Au,SHAS460,
 SAR406,AB16,SSW63Au,,
 SAR406,AB16,ST-3K15,,
 SAR406,AB16,ZA3648c,5bav_B4,
 SAR406,AB16,ZA3648c,AEGEAN_185,
 SAR406,AB16,ZA3648c,,
 SAR406,AB16,,,
 SAR406,Ulr1583,,,
 SBR1093,A712011,,,
 SBR1093,EC214,,,
 SBR1093,VHS-B5-50,,,
 SBR1093,,,,
 SC4,,,,
 Spirochaetes,Brachyspirae,Brachyspirales,A0-023,
 Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira
 Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,
 Spirochaetes,Brevinematae,Brevinematales,Brevinemataceae,
 Spirochaetes,Brevinematae,Brevinematales,,
 Spirochaetes,Brevinematae,,,
 Spirochaetes,GN05,IF025,,
 Spirochaetes,GN05,LF030,,
 Spirochaetes,GN05,LG048,,
 Spirochaetes,GN05,LH041,,
 Spirochaetes,GN05,SBYZ_6080,,
 Spirochaetes,GN05,,,
 Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptonema
 Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira
 Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira
 Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella
 Spirochaetes,Leptospirae,Leptospirales,Sediment-4,SJA-88
 Spirochaetes,Leptospirae,Leptospirales,Sediment-4,
 Spirochaetes,Leptospirae,Leptospirales,,
 Spirochaetes,MVP-15,PL-11B10,,
 Spirochaetes,MVP-15,,,
 Spirochaetes,Spirochaetes,Borreliales,Borreliaceae,Borrelia
 Spirochaetes,Spirochaetes,Borreliales,Borreliaceae,Borrelia
 Spirochaetes,Spirochaetes,Borreliales,Borreliaceae,Spironema
 Spirochaetes,Spirochaetes,M2PT2-76,,
 Spirochaetes,Spirochaetes,Sphaerochaetales,Sphaerochaetaceae,Sphaerochaeta
 Spirochaetes,Spirochaetes,Sphaerochaetales,Sphaerochaetaceae,
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,31d11
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,HAW-RM37
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,za29
 Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,
 Spirochaetes,Spirochaetes,,,
 Spirochaetes,,,,
 SR1,,,,
 Synergistetes,Synergistia,Synergistales,Aminiphilaceae,Aminiphilus
 Synergistetes,Synergistia,Synergistales,Aminiphilaceae,
 Synergistetes,Synergistia,Synergistales,Anaerobaculaceae,Anaerobaculum
 Synergistetes,Synergistia,Synergistales,Anaerobaculaceae,
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Aminobacterium
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,HA73
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,PD-UASB-13
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,TG5
 Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,
 Synergistetes,Synergistia,Synergistales,Synergistaceae,Candidatus Tammella
 Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
 Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes
 Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermoanaerovibrio
 Synergistetes,Synergistia,Synergistales,Synergistaceae,vadinCA02
 Synergistetes,Synergistia,Synergistales,Synergistaceae,
 Synergistetes,Synergistia,Synergistales,Thermovirgaceae,Thermovirga
 Synergistetes,Synergistia,Synergistales,Thermovirgaceae,
 Synergistetes,Synergistia,Synergistales,TTA_B6,E6
 Synergistetes,Synergistia,Synergistales,TTA_B6,
 Synergistetes,Synergistia,Synergistales,,
 TA06,,,,
 Tenericutes,CK-1C4-19,,,
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
 Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,
 Tenericutes,Mollicutes,Acholeplasmatales,,
 Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma
 Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma
 Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,
 Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma
 Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma
 Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,
 Tenericutes,Mollicutes,Entomoplasmatales,,
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Hepatoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
 Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,
 Tenericutes,Mollicutes,RF39,,
 Tenericutes,Mollicutes,RsaHF231,,
 Tenericutes,Mollicutes,,,
 Tenericutes,RF3,ML615J-28,,
 Tenericutes,,,,
 Thermi,Deinococci,Deinococcales,Deinococcaceae,CM44
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinobacterium
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
 Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
 Thermi,Deinococci,Deinococcales,Deinococcaceae,R18-435
 Thermi,Deinococci,Deinococcales,Trueperaceae,B-42
 Thermi,Deinococci,Deinococcales,Trueperaceae,GBI-58
 Thermi,Deinococci,Deinococcales,Trueperaceae,Truepera
 Thermi,Deinococci,Deinococcales,Trueperaceae,
 Thermi,Deinococci,Thermales,Thermaceae,Meiothermus
 Thermi,Deinococci,Thermales,Thermaceae,Oceanithermus
 Thermi,Deinococci,Thermales,Thermaceae,Thermus
 Thermi,Deinococci,Thermales,Thermaceae,Vulcanithermus
 Thermi,Deinococci,Thermales,Thermaceae,
 Thermotogae,MS9,V5,,
 Thermotogae,MS9,,,
 Thermotogae,Thermotogae,Thermotogales,BHI80-139,
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,AUTHM297
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Fervidobacterium
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Geotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Marinitoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Petrotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,S1
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,SC103
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermosipho
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
 Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,
 TM6,F38,,,
 TM6,SBRH58,,,
 TM6,SJA-4,S1198,,
 TM6,SJA-4,YJF2-48,,
 TM6,SJA-4,,,
 TM6,,,,
 TM7,MJK10,,,
 TM7,SC3,,,
 TM7,TM7-1,,,
 TM7,TM7-3,Blgi18,,
 TM7,TM7-3,CW040,F16,
 TM7,TM7-3,CW040,,
 TM7,TM7-3,EW055,,
 TM7,TM7-3,I025,Rs-045,
 TM7,TM7-3,I025,,
 TM7,TM7-3,,,
 TM7,,,,
 TPD-58,,,,
 Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,LD19,
 Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Candidatus Methylacidiphilum
 Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Candidatus Methylacidiphilum
 Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,LP2A
 Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,,
 Verrucomicrobia,Methylacidiphilae,S-BQ2-57,,
 Verrucomicrobia,Methylacidiphilae,,,
 Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,Cerasicoccus
 Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,
 Verrucomicrobia,Opitutae,HA64,,
 Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
 Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,
 Verrucomicrobia,Opitutae,Pelagicoccales,Pelagicoccaceae,Pelagicoccus
 Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita
 Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,MB11C04
 Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus
 Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,
 Verrucomicrobia,Opitutae,,,
 Verrucomicrobia,Pedosphaerae,Arctic97B-4,,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin517,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,OPB35,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,Pedosphaera
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,R4-41B,
 Verrucomicrobia,Pedosphaerae,Pedosphaerales,,
 Verrucomicrobia,Pedosphaerae,,,
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,01D2Z36,
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Candidatus Xiphinematobacter
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,DA101
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Ellin506
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,heteroC45_4W
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,OR-59
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,
 Verrucomicrobia,Spartobacteria,Chthoniobacterales,zEL20,
 Verrucomicrobia,Verruco-5,LD1-PB3,LD1-PA34,
 Verrucomicrobia,Verruco-5,LD1-PB3,,
 Verrucomicrobia,Verruco-5,MSBL3,,
 Verrucomicrobia,Verruco-5,R76-B128,,
 Verrucomicrobia,Verruco-5,SS1-B-03-39,,
 Verrucomicrobia,Verruco-5,WCHB1-41,RFP12,
 Verrucomicrobia,Verruco-5,WCHB1-41,WCHB1-25,
 Verrucomicrobia,Verruco-5,WCHB1-41,,
 Verrucomicrobia,Verruco-5,,,
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,MSBL3
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Rubritalea
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
 Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,
 Verrucomicrobia,,,,
 VHS-B3-43,,,,
 WPS-2,,,,
 WS1,,,,
 WS2,Kazan-3B-09,,,
 WS2,SHA-109,,,
 WS2,,,,
 WS3,PRR-12,GN03,KSB4,
 WS3,PRR-12,GN03,,
 WS3,PRR-12,LD1-PA13,,
 WS3,PRR-12,PBS-III-9,,
 WS3,PRR-12,Sediment-1,CV106,
 WS3,PRR-12,Sediment-1,MSB-4E2,
 WS3,PRR-12,Sediment-1,PRR-10,
 WS3,PRR-12,Sediment-1,,
 WS3,PRR-12,SSS58A,,
 WS3,PRR-12,wb1_H11,,
 WS3,PRR-12,,,
 WS4,,,,
 WS5,,,,
 WS6,B142,,,
 WS6,SC72,A-2AF,,
 WS6,SC72,MAT-CR-H2-G03,,
 WS6,SC72,WCHB1-15,,
 WS6,SC72,,,
 WS6,,,,
 WWE1,Cloacamonae,Cloacamonales,Cloacamonaceae,BHB21
 WWE1,Cloacamonae,Cloacamonales,Cloacamonaceae,Candidatus Cloacamonas
